"Id_aloj_1";"O0110";"O0111";"O0115";"O0120";"O0125";"O0130";"O0135";"O0140";"O0145";"O0150";"O0155";"O0160";"O0161";"O0162";"O0163";"O0165";"O0210";"O0211";"O0215";"O0220";"O0225";"O0230";"O0235";"O0240";"O0245";"O0250";"O0260";"O0261";"O0265";"O0310";"O0315";"O0320";"O0325";"O0330";"O0335";"O0340";"O0345";"O0350";"O0355";"O0360";"O0365";"O0370";"O0375"
"F1_1242";2;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1243";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1244";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1245";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1246";1;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1247";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1248";1;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1249";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1250";;1;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1251";;1;3;;;;;;;;;;2;;;;;;;;1;;3;;2;;;;;3;2;1;3;1;2;2;3;2;4;4;4;2;4
"F1_1252";2;;;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1253";;2;;;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1254";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1255";;2;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1256";1;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1257";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1258";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1259";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1260";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1261";1;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1262";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1263";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1264";3;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1265";;1;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1266";;1;;;;;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1267";2;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1268";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1269";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1270";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1271";1;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1272";2;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1273";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1274";2;;;;;;1;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1275";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1276";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1277";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1278";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1279";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1280";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1281";1;;;;3;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1282";;2;;;;;3;;;;1;;;;;;;3;;;;;2;;;1;;;;1;4;1;4;4;1;3;6;3;4;3;2;3;1
"F1_1283";2;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1284";;;;;;;;;;;;;;;;;;;3;1;;;;;;2;;;;1;2;1;1;2;3;3;1;5;3;2;1;3;1
"F1_1285";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1286";2;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1287";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1288";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1289";2;;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1290";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1291";3;;;;;;1;;;;;;2;;;;;3;;;;;2;;;;;1;;3;4;3;4;5;5;4;4;3;4;4;3;5;3
"F1_1292";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1293";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1294";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1295";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1296";;;;;2;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1297";;2;;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1298";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1299";;;;;2;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1301";3;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1303";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1305";;;;;2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1306";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1307";;1;;;;;;;;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1308";2;;;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1309";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1310";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1311";3;;;;;;2;;;;;;;;;1;;;;;;;3;;;;2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"F1_1312";3;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1313";1;;;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1314";2;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1315";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1316";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1317";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1318";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1319";2;3;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1320";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1321";3;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1322";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1323";;;;3;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1325";2;;;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1326";;2;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1327";;1;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1328";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1329";;;;;;;1;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1330";1;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1331";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1332";2;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1333";2;;;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1334";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1335";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1336";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1337";;3;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1338";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1339";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1340";2;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1341";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1342";;1;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1343";3;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1344";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1345";;3;;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1346";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1347";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1348";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1349";2;;;;;;1;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1350";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1351";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1352";;1;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1353";3;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1354";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1355";;;;;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1356";;;;;;;1;;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1357";;;;;;;;;;;1;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1358";;;;3;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1359";3;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1360";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1361";3;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1362";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1363";3;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1364";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1365";1;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1366";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1367";1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1368";;1;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1369";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1370";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1371";3;1;;;;;;;;2;;;;;;;1;;;;;2;;3;;;;;;3;3;3;3;3;4;3;3;3;4;4;3;3;2
"F1_1372";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1373";1;3;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1374";1;;;;;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1375";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1376";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1377";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1378";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1379";3;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1380";2;;;;;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1381";1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1382";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1383";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1384";2;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1385";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1386";;2;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1387";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1388";1;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1389";;;;;1;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1390";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1391";3;;;;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1392";;;;;;;2;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1393";;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1394";1;;;;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1395";2;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1396";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1397";;3;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1398";3;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1399";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1400";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1402";;;;;2;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1403";;3;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1404";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1405";;2;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1406";;3;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1407";1;;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1408";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1409";;;;;1;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1410";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1411";2;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1412";3;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1413";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1414";3;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1415";;2;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1416";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1417";;3;;;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1418";2;;;;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1419";1;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1420";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1421";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1422";;;;;;;3;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1423";2;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1424";3;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1425";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1426";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1427";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1428";;;;;3;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1429";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1430";1;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1431";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1432";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1433";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1434";;3;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1435";;;;;;;3;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1436";;1;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1437";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1438";2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1439";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1440";;3;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1441";3;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1442";2;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1443";;;3;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1444";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1445";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1446";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1447";1;;;;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1448";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1449";2;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1450";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1451";2;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1452";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1453";3;2;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1454";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1455";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1456";2;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1457";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1458";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1459";;3;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1460";;1;;;;;3;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1461";3;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1462";3;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1463";3;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1464";;;;;;;;;;;;;;;;;;3;;;;;2;;;1;;;;1;3;3;3;3;3;3;3;3;3;3;3;4;2
"F1_1465";;;;;;;1;;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1466";1;;;;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1467";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1468";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1469";2;;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1470";2;;;;;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1471";3;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1472";3;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1473";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1474";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1475";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1476";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1477";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1478";;;;;;;;;;;;;;;;;;2;;;;3;1;;;;;;;2;4;5;3;4;6;4;4;3;3;3;4;3;1
"F1_1479";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1480";;1;3;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1481";;;;;2;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1482";;3;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1483";;;;;2;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1484";3;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1485";2;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1486";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1487";;;;;;3;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1488";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1489";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1490";1;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1491";;;;;;;;;;;;;;;;;;3;;;;2;;;1;;;;;5;5;5;5;5;5;5;3;5;6;4;6;5;6
"F1_1492";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1493";1;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1494";2;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1495";2;;;;;;;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1496";1;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1497";1;;;;2;;;3;;;;;;;;;3;1;;;2;;;;;;;;;2;6;6;6;5;6;4;4;5;5;5;5;4;2
"F1_1498";1;;;;;;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1499";2;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1500";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1501";1;;;;;2;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1502";2;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1503";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_1504";;;;2;;;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
