"Id_aloj_1";"O0110";"O0111";"O0115";"O0120";"O0125";"O0130";"O0135";"O0140";"O0145";"O0150";"O0155";"O0160";"O0161";"O0162";"O0163";"O0165";"O0210";"O0211";"O0215";"O0220";"O0225";"O0230";"O0235";"O0240";"O0245";"O0250";"O0260";"O0261";"O0265";"O0310";"O0315";"O0320";"O0325";"O0330";"O0335";"O0340";"O0345";"O0350";"O0355";"O0360";"O0365";"O0370";"O0375"
"F1_42329";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42330";;;;;3;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42331";2;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42332";3;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42333";;;;;;;;;;;;;;;;;;;;;3;;;;2;1;;;;6;6;6;6;6;6;6;5;4;6;6;6;6;4
"F1_42334";;;;;;;;;;;;;;;;;;3;;;;;2;;;1;;;;4;6;5;5;6;5;3;4;2;5;6;4;5;3
"F1_42335";;;;;3;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42336";3;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42337";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42338";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42339";;3;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42340";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42341";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42342";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42343";2;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42344";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42345";;;;2;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42346";;;;1;3;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42347";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42348";1;;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42349";;;1;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42350";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42351";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42352";;;;;2;;;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42353";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42354";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42355";1;;;;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42356";;2;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42357";2;;;;1;;;;3;;;;;;;;;;;;2;;;3;;;;1;;4;6;4;4;4;6;4;4;6;4;4;4;4;5
"F1_42358";;;;;;;3;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42359";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42360";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42361";1;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42362";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42363";;;;;;;;;;;;;;;;;;;;;1;;;3;;2;;;;4;4;3;2;5;4;5;5;4;5;5;4;6;6
"F1_42364";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42365";2;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42366";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42367";2;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42368";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42369";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42370";1;;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42371";;;;;;;;;;;;;;;;;;2;;;;;;1;3;;;;;6;5;4;6;5;6;6;4;4;5;5;5;4;3
"F1_42372";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42373";2;;;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42374";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42375";;1;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42376";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42377";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42378";1;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42379";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42380";2;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42381";2;;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42382";2;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42383";1;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42384";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42385";3;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42386";2;;;;1;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42387";;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;3;3;4;3;4;4;2;4;4;4;5;4;5;4;5
"F1_42388";;;;;1;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42389";;2;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42390";3;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42391";1;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42392";;2;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42393";2;;;;1;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42394";;1;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42395";2;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42396";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42397";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42398";;;;;3;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42399";;;;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42400";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42401";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42402";;;;1;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42403";;3;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42404";;;;1;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42405";;2;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42406";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42407";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42408";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42409";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42410";1;;;;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42411";;3;;;;;1;;;;;;2;;;;;;;;3;;1;;;2;;;;5;5;4;5;3;5;4;1;4;3;3;4;2;2
"F1_42412";3;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42413";3;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42414";1;;;;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42415";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42416";;1;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42417";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42418";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42419";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42420";;;;;1;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42421";;;;;1;;3;;;;;;;;2;;;;;;;3;1;;;2;;;;4;2;4;3;2;1;4;5;4;4;3;3;4;2
"F1_42422";1;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42423";2;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42424";;;;;3;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42425";;;;;1;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42426";;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;3;3;4;4;4;4;4;4;4;4;4;4;4;5;5
"F1_42427";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42428";;;;;;;;;;;;;;;;;3;;;;;2;;;;;;;1;2;4;3;2;3;4;3;4;4;4;4;4;4;4
"F1_42429";;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;3;2;6;5;6;6;6;6;6;6;6;6;6;6;2
"F1_42430";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42431";;;;;;;;;;;;;;;;;;;;;;1;;;2;;3;;;5;5;6;4;6;4;4;2;5;5;5;4;4;2
"F1_42432";3;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42433";;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;3;1;2;4;6;2;4;1;4;4;5;5;2;4;1
"F1_42434";2;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42435";;;2;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42436";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42437";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42438";2;;;;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42439";;;;;;;;;;;;;;;;;;;;;;;3;2;;1;;;;4;5;4;5;6;6;6;2;6;5;4;5;2;4
"F1_42440";2;;;;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42441";3;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42442";;3;;;2;;1;;;;;;;;;;;;;;;;;3;;1;;;2;5;5;4;5;5;5;5;5;4;5;5;6;5;5
"F1_42443";;;;;2;;3;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42444";;2;;;1;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42445";;;;;;;;;;;;;;;;;;3;2;;1;;;;;;;;;6;6;6;4;3;6;6;4;6;6;6;6;6;6
"F1_42446";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42447";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42448";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42449";;;;;1;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42450";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42451";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42452";;;;;;;;;;;;;;;;;;2;;3;;;;;;;;;1;5;5;5;4;5;6;6;4;5;5;4;5;5;3
"F1_42453";;;;;;;1;;;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42454";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42455";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42456";3;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42457";1;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42458";1;;;;2;;;;;3;;;;;;;;;;;1;;2;;;3;;;;2;4;2;3;1;4;3;2;3;3;3;4;3;4
"F1_42459";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42460";;;;;;;;;;;;;;;;;;;;;;2;1;;;3;;;;3;4;5;5;4;5;5;5;5;5;5;5;5;5
"F1_42461";;1;;;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42462";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42463";;;;;;;;;;;;;;;;;;3;;;;2;;;;;;;1;3;5;6;5;5;3;5;5;3;6;5;6;4;5
"F1_42464";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42465";;;;;1;2;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42466";2;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42467";;;;;3;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42468";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42469";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42470";;;;;;;;;;;;;;;;;;3;;;;;2;;;1;;;;3;2;3;4;4;5;5;3;5;5;5;4;3;5
"F1_42471";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42472";1;;;;2;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42473";;;;;2;1;;;;3;;;;;;;;;;;1;;;;2;;;3;;5;6;5;6;5;6;6;5;6;6;6;6;6;6
"F1_42474";;;;;1;;;;;2;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42475";;;;;3;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42476";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42477";;;;;;;;;;;;;;;;;;2;;;;;1;;;3;;;;3;6;4;5;5;6;4;4;5;5;4;4;4;5
"F1_42478";2;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42479";;;;;;;;;;;;;;;;;;;;;;;1;3;;2;;;;1;3;4;4;3;6;4;2;3;4;5;4;5;5
"F1_42480";;;;;;;;;;;;;;;;;;;;;;;1;3;;2;;;;3;4;2;2;3;5;5;4;5;4;5;4;5;5
"F1_42481";1;;;;3;;;;2;;;;;;;;;;;;1;3;;;;;;;2;4;4;5;5;4;6;6;4;5;5;6;6;5;6
"F1_42482";;2;;;;;1;;;;;;;;;3;;;;;1;;;;3;;;;2;2;3;4;3;4;4;4;4;4;4;4;4;4;4
"F1_42483";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42484";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42485";;;;;2;;;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42486";;2;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42487";1;;;;2;;;;;;;;;;;3;;;;;1;;2;;;3;;;;4;1;3;3;3;5;4;2;4;5;4;4;4;3
"F1_42488";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42489";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42490";;1;;;3;2;;;;;;;;;;;;;3;;1;2;;;;;;;;5;5;6;4;5;4;5;5;5;6;5;5;5;6
"F1_42491";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42492";1;;;;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42493";;;;;;;;;;;;;;;;;;;;;;3;2;;;1;;;;2;4;4;4;2;3;5;4;4;5;5;4;5;5
"F1_42494";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42495";1;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42496";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42497";;;;3;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42498";;;;;;;;;;;;;;;;;3;;;;;1;;;;;;;2;3;5;4;5;5;5;5;4;5;5;5;5;5;5
"F1_42499";;;;;;;;;;;;;;;;;;;;;3;;;2;;1;;;;1;5;5;5;2;4;5;1;2;2;5;5;5;4
"F1_42500";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42501";;;;;;;;;;;;;;;;;;;1;;;3;;;2;;;;;1;3;2;2;2;3;2;1;3;3;3;1;4;3
"F1_42502";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42503";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42504";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42505";;;;;1;;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42506";1;;;;2;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42507";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42508";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42509";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42510";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42511";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42512";;;;;;;;;;;;;;;;;;;;;3;;1;;;2;;;;3;2;2;1;1;1;3;3;3;3;3;2;3;3
"F1_42513";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42514";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42515";3;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42516";1;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42517";;1;;;;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42518";3;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42519";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42520";;1;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42521";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42522";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42523";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42524";2;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42525";2;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42526";;;;2;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42527";;;;;2;1;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42528";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42529";;2;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42530";;2;;;;;3;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42531";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42532";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42533";;;;;2;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42534";;;;;2;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42535";2;;;;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42536";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42537";3;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42538";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42539";;3;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42540";;;;;1;;3;;;;;;;;;2;;;;;1;2;;;;;;;3;2;1;1;2;1;3;4;3;2;6;5;5;5;3
"F1_42541";1;;;;;3;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42542";;3;;;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42543";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42544";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42545";3;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42546";;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;2;1;6;6;6;4;6;1;5;4;6;6;4;6;4
"F1_42547";;;;;;;;;;;;;;;;;;;;;;;1;3;;2;;;;1;3;1;4;1;6;2;5;1;4;4;4;1;6
"F1_42548";;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;3;1;4;6;5;6;6;6;5;5;6;6;6;5;2
"F1_42549";1;2;;;;;;;;;;;3;;;;;;;;1;;;;3;;;;2;2;4;4;3;3;3;4;3;3;4;4;4;4;3
"F1_42550";;2;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42551";3;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42552";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42553";3;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42554";;3;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42555";3;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42556";;;;;;;;;;;;;;;;;;2;3;;1;;;;;;;;;6;4;5;5;5;5;5;5;5;5;5;5;4;5
"F1_42557";3;2;;;;;;;;;;;1;;;;;1;;;;;2;;;3;;;;3;2;2;3;3;2;3;4;3;3;3;3;2;3
"F1_42558";1;2;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42559";1;;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42560";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42561";;;;;;;;;;;;;;;;;3;;;;;;2;;;1;;;;2;3;1;1;3;6;2;3;6;3;3;2;2;1
"F1_42562";3;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42563";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42564";2;;;;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42565";1;;;3;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42566";;;;;1;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42567";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42568";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42569";2;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42570";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42571";;;;;3;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42572";2;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42573";1;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42574";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42575";;;;;;;;;;;;;;;;;;;;;3;;2;;;1;;;;4;4;4;4;4;4;4;5;3;4;4;4;4;2
"F1_42576";;3;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42577";;;;;;;;;;1;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42578";;;;;;;;;;;;;;;;;;2;;;;;3;;;1;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"F1_42579";1;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"F1_42580";3;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
